item_id
55521
53230
54667
54735
54706
54715
54707
54713
54714
54668
54669
54676
54717
54696
54730
54729
54671
54672
54697
54698
54699
54673
54677
54694
54695
54731
54674
54700
54716
54718
54708
54709
54682
54710
54675
54688
