item_id
53036
52398
53043
52754
53079
52757
53265
52697
52755
52371
52447
52360
52343
52375
52887
52444
52738
52503
52733
52801
53271
52383
52392
52419
52789
52339
52351
52483
52429
52980
52886
52486
52791
52432
52690
52737
52711
52347
52364
52607
52400
52877
52790
52510
52437
52448
52458
52821
52736
55500
52390
52393
52796
52463
52461
52717
52361
52732
52336
52341
52337
52477
52681
52759
52484
52496
52384
52388
52405
52879
52574
55570
52433
52468
52399
52464
52568
52644
52520
52473
52880
52335
52883
52513
52716
52555
54789
52656
52556
52407
52889
52481
52774
52793
52436
52373
52557
52558
52449
52452
52331
52747
52751
52678
52345
52355
52882
52653
52366
52550
52480
52488
52664
52408
52409
52878
52425
52505
52852
52559
52445
52655
52471
52746
78831
78830
52884
52677
52512
52561
52485
78873
52871
52729
52682
52506
52369
52377
52525
52497
52382
52674
52659
52533
52519
55543
52654
54794
55523
55464
55465
52543
52490
52806
52814
52596
52516
52614
78825
52439
52573
52817
52819
52894
