item_id,item_name,baris_selisih,harga_large_item_prices,medium_conversion_qty,small_conversion_qty,pricing_mode,unit_fo,harga_fo_saat_ini,harga_seharusnya
53111,Onion,299,36960,1,1000,manual,"Kilogram (medium) x299","20.200 (x299)","37.000 (x299)"
54675,"Sauce Blueberry",184,89955,9,250,manual,"Pack (medium) x184","90.000 (x184)","10.000 (x184)"
